offense_desc,latitude,longitude,lat_long
KIDNAPPING & RELATED OFFENSES,40.842946185,-73.940446626,(40.842946185, -73.940446626)
KIDNAPPING & RELATED OFFENSES,40.597565742,-73.971557772,(40.597565742, -73.971557772)
KIDNAPPING & RELATED OFFENSES,40.696994556,-73.935225256,(40.696994556, -73.935225256)
KIDNAPPING & RELATED OFFENSES,40.817144522,-73.861985173,(40.817144522, -73.861985173)
KIDNAPPING & RELATED OFFENSES,40.713515036,-73.978441308,(40.713515036, -73.978441308)
KIDNAPPING & RELATED OFFENSES,40.717348713,-73.997436592,(40.717348713, -73.997436592)
KIDNAPPING & RELATED OFFENSES,40.660253923,-73.908329561,(40.660253923, -73.908329561)
KIDNAPPING & RELATED OFFENSES,40.801641549,-73.953779204,(40.801641549, -73.953779204)
KIDNAPPING & RELATED OFFENSES,40.849123235000036,-73.93800489599995,(40.849123235000036, -73.93800489599995)
KIDNAPPING & RELATED OFFENSES,40.79708858400005,-73.94274857999993,(40.79708858400005, -73.94274857999993)
KIDNAPPING & RELATED OFFENSES,40.762614794,-73.916043705,(40.762614794, -73.916043705)
KIDNAPPING & RELATED OFFENSES,40.82853137300003,-73.89794763099997,(40.82853137300003, -73.89794763099997)
KIDNAPPING & RELATED OFFENSES,40.744353600000075,-73.986497118,(40.744353600000075, -73.986497118)
KIDNAPPING & RELATED OFFENSES,40.74238573700006,-73.88969645599997,(40.74238573700006, -73.88969645599997)
KIDNAPPING & RELATED OFFENSES,40.84871746300007,-73.85785332899997,(40.84871746300007, -73.85785332899997)
KIDNAPPING & RELATED OFFENSES,40.70921364400005,-73.79754309499998,(40.70921364400005, -73.79754309499998)
KIDNAPPING & RELATED OFFENSES,40.687276786000034,-73.92842700999995,(40.687276786000034, -73.92842700999995)
KIDNAPPING & RELATED OFFENSES,40.87872353200004,-73.84375850899994,(40.87872353200004, -73.84375850899994)
KIDNAPPING & RELATED OFFENSES,40.75505206500002,-73.83226015399998,(40.75505206500002, -73.83226015399998)
KIDNAPPING & RELATED OFFENSES,40.664515169000026,-73.90658992299996,(40.664515169000026, -73.90658992299996)
KIDNAPPING & RELATED OFFENSES,40.85136289100007,-73.93305072399994,(40.85136289100007, -73.93305072399994)
KIDNAPPING & RELATED OFFENSES,40.86549353000004,-73.85820432199995,(40.86549353000004, -73.85820432199995)
KIDNAPPING & RELATED OFFENSES,40.67141166300007,-73.88151172399995,(40.67141166300007, -73.88151172399995)
KIDNAPPING & RELATED OFFENSES,40.73392684100002,-73.87158239799999,(40.73392684100002, -73.87158239799999)
KIDNAPPING & RELATED OFFENSES,40.618496900000025,-73.91473372099993,(40.618496900000025, -73.91473372099993)
KIDNAPPING & RELATED OFFENSES,40.67426261900005,-73.90415366899998,(40.67426261900005, -73.90415366899998)
KIDNAPPING & RELATED OFFENSES,40.67457936700004,-73.79102207899997,(40.67457936700004, -73.79102207899997)
KIDNAPPING & RELATED OFFENSES,40.812733845000025,-73.94930276099996,(40.812733845000025, -73.94930276099996)
KIDNAPPING & RELATED OFFENSES,40.64554184200006,-73.74459516099995,(40.64554184200006, -73.74459516099995)
KIDNAPPING & RELATED OFFENSES,40.589920095000025,-73.78869103699996,(40.589920095000025, -73.78869103699996)
KIDNAPPING & RELATED OFFENSES,40.75791569300002,-73.98929901999998,(40.75791569300002, -73.98929901999998)
KIDNAPPING & RELATED OFFENSES,40.67275198600004,-73.77959998599994,(40.67275198600004, -73.77959998599994)
KIDNAPPING & RELATED OFFENSES,40.87511971600002,-73.85641197599993,(40.87511971600002, -73.85641197599993)
KIDNAPPING & RELATED OFFENSES,40.83225712000007,-73.89025212399997,(40.83225712000007, -73.89025212399997)
KIDNAPPING & RELATED OFFENSES,40.71092518500007,-73.77194944999997,(40.71092518500007, -73.77194944999997)
KIDNAPPING & RELATED OFFENSES,40.679489809000074,-74.00905446199994,(40.679489809000074, -74.00905446199994)
KIDNAPPING & RELATED OFFENSES,40.60673634300008,-73.98884425799997,(40.60673634300008, -73.98884425799997)
KIDNAPPING & RELATED OFFENSES,40.586503724000075,-74.09211933299997,(40.586503724000075, -74.09211933299997)
KIDNAPPING & RELATED OFFENSES,40.83843967000007,-73.91106194699995,(40.83843967000007, -73.91106194699995)
KIDNAPPING & RELATED OFFENSES,40.703246558000046,-73.80716208499997,(40.703246558000046, -73.80716208499997)
KIDNAPPING & RELATED OFFENSES,40.87076590700008,-73.83532365099995,(40.87076590700008, -73.83532365099995)
KIDNAPPING & RELATED OFFENSES,40.87076590700008,-73.83532365099995,(40.87076590700008, -73.83532365099995)
KIDNAPPING & RELATED OFFENSES,40.574301425000044,-73.99407278899997,(40.574301425000044, -73.99407278899997)
KIDNAPPING & RELATED OFFENSES,40.64091408600007,-74.014688327,(40.64091408600007, -74.014688327)
KIDNAPPING & RELATED OFFENSES,40.66975651000007,-73.98747830799994,(40.66975651000007, -73.98747830799994)
KIDNAPPING & RELATED OFFENSES,40.74393675300007,-73.85740564199995,(40.74393675300007, -73.85740564199995)
KIDNAPPING & RELATED OFFENSES,40.62274902300004,-73.96140302499998,(40.62274902300004, -73.96140302499998)
KIDNAPPING & RELATED OFFENSES,40.57481054900006,-73.98105265299995,(40.57481054900006, -73.98105265299995)
KIDNAPPING & RELATED OFFENSES,40.85561363000005,-73.85904596599994,(40.85561363000005, -73.85904596599994)
KIDNAPPING & RELATED OFFENSES,40.86855675100002,-73.88831572199997,(40.86855675100002, -73.88831572199997)
KIDNAPPING & RELATED OFFENSES,40.64732133200005,-73.92889509599996,(40.64732133200005, -73.92889509599996)
KIDNAPPING & RELATED OFFENSES,40.68986997800005,-73.93193277299997,(40.68986997800005, -73.93193277299997)
KIDNAPPING & RELATED OFFENSES,40.815929553000046,-73.94516735699995,(40.815929553000046, -73.94516735699995)
KIDNAPPING & RELATED OFFENSES,40.69351151600006,-73.75941645799998,(40.69351151600006, -73.75941645799998)
KIDNAPPING & RELATED OFFENSES,40.60766949400005,-74.12105391899996,(40.60766949400005, -74.12105391899996)
KIDNAPPING & RELATED OFFENSES,40.76515016100007,-73.87570255799993,(40.76515016100007, -73.87570255799993)
KIDNAPPING & RELATED OFFENSES,40.82232314000004,-73.93666773099994,(40.82232314000004, -73.93666773099994)
KIDNAPPING & RELATED OFFENSES,40.68163974600003,-73.81386944299999,(40.68163974600003, -73.81386944299999)
KIDNAPPING & RELATED OFFENSES,40.656278722000025,-73.88879724299994,(40.656278722000025, -73.88879724299994)
KIDNAPPING & RELATED OFFENSES,40.76515016100007,-73.87570255799993,(40.76515016100007, -73.87570255799993)
KIDNAPPING & RELATED OFFENSES,40.720053611000026,-73.98163907899993,(40.720053611000026, -73.98163907899993)
KIDNAPPING & RELATED OFFENSES,40.83984607200006,-73.86197421799993,(40.83984607200006, -73.86197421799993)
KIDNAPPING & RELATED OFFENSES,40.81479685700003,-73.90116952199998,(40.81479685700003, -73.90116952199998)
KIDNAPPING & RELATED OFFENSES,40.882916751,-73.858112917,(40.882916751, -73.858112917)
KIDNAPPING & RELATED OFFENSES,40.708790403,-73.943441199,(40.708790403, -73.943441199)
KIDNAPPING & RELATED OFFENSES,40.578401762,-73.96273541,(40.578401762, -73.96273541)
KIDNAPPING & RELATED OFFENSES,40.670918353,-73.760323475,(40.670918353, -73.760323475)
KIDNAPPING & RELATED OFFENSES,40.837577271,-73.94546754,(40.837577271, -73.94546754)
KIDNAPPING & RELATED OFFENSES,40.689797334,-73.977518653,(40.689797334, -73.977518653)
KIDNAPPING & RELATED OFFENSES,40.737082284,-73.9829623,(40.737082284, -73.9829623)
KIDNAPPING & RELATED OFFENSES,40.69357959,-73.957838859,(40.69357959, -73.957838859)
KIDNAPPING & RELATED OFFENSES,40.678729922,-73.871901397,(40.678729922, -73.871901397)
KIDNAPPING & RELATED OFFENSES,40.650612315,-74.002812394,(40.650612315, -74.002812394)
KIDNAPPING & RELATED OFFENSES,40.821827043,-73.859731751,(40.821827043, -73.859731751)
KIDNAPPING & RELATED OFFENSES,40.698883235,-73.926546439,(40.698883235, -73.926546439)
KIDNAPPING & RELATED OFFENSES,40.826696716,-73.851396386,(40.826696716, -73.851396386)
KIDNAPPING & RELATED OFFENSES,40.885031456,-73.856936659,(40.885031456, -73.856936659)
KIDNAPPING & RELATED OFFENSES,40.750293815,-73.879198698,(40.750293815, -73.879198698)
KIDNAPPING & RELATED OFFENSES,40.585851291,-73.932830853,(40.585851291, -73.932830853)
KIDNAPPING & RELATED OFFENSES,40.874488327,-73.910709993,(40.874488327, -73.910709993)
KIDNAPPING & RELATED OFFENSES,40.696778049,-73.946556396,(40.696778049, -73.946556396)
KIDNAPPING & RELATED OFFENSES,40.840586951,-73.855102318,(40.840586951, -73.855102318)
KIDNAPPING & RELATED OFFENSES,40.693336145,-73.931128683,(40.693336145, -73.931128683)
KIDNAPPING & RELATED OFFENSES,40.645554671,-73.959090794,(40.645554671, -73.959090794)
KIDNAPPING & RELATED OFFENSES,40.661092186,-73.755193727,(40.661092186, -73.755193727)
KIDNAPPING & RELATED OFFENSES,40.691821394,-73.908073407,(40.691821394, -73.908073407)
KIDNAPPING & RELATED OFFENSES,40.621795467,-74.082424012,(40.621795467, -74.082424012)
KIDNAPPING & RELATED OFFENSES,40.574285688,-74.105914405,(40.574285688, -74.105914405)
KIDNAPPING & RELATED OFFENSES,40.848724157,-73.907646935,(40.848724157, -73.907646935)
KIDNAPPING & RELATED OFFENSES,40.667909427,-73.932600428,(40.667909427, -73.932600428)
KIDNAPPING & RELATED OFFENSES,40.766729419,-73.912691986,(40.766729419, -73.912691986)
KIDNAPPING & RELATED OFFENSES,40.672143711,-73.926629961,(40.672143711, -73.926629961)
KIDNAPPING & RELATED OFFENSES,40.830447407,-73.875790162,(40.830447407, -73.875790162)
KIDNAPPING & RELATED OFFENSES,40.682002853,-73.823073239,(40.682002853, -73.823073239)
KIDNAPPING & RELATED OFFENSES,40.597328035,-73.950492564,(40.597328035, -73.950492564)
KIDNAPPING & RELATED OFFENSES,40.794629858,-73.949822168,(40.794629858, -73.949822168)
KIDNAPPING & RELATED OFFENSES,40.692247432,-73.908826481,(40.692247432, -73.908826481)
KIDNAPPING & RELATED OFFENSES,40.638392527,-74.002963209,(40.638392527, -74.002963209)
KIDNAPPING & RELATED OFFENSES,40.755500064,-73.868671286,(40.755500064, -73.868671286)
KIDNAPPING & RELATED OFFENSES,40.579780195,-73.998424655,(40.579780195, -73.998424655)
KIDNAPPING & RELATED OFFENSES,40.753532701,-73.994536892,(40.753532701, -73.994536892)
KIDNAPPING & RELATED OFFENSES,40.762526043,-73.804423857,(40.762526043, -73.804423857)
KIDNAPPING & RELATED OFFENSES,40.837752704,-73.917383615,(40.837752704, -73.917383615)
KIDNAPPING & RELATED OFFENSES,40.676588744,-73.86218231,(40.676588744, -73.86218231)
KIDNAPPING & RELATED OFFENSES,40.815670412,-73.92383806,(40.815670412, -73.92383806)
KIDNAPPING & RELATED OFFENSES,40.654950971,-73.961723173,(40.654950971, -73.961723173)
KIDNAPPING & RELATED OFFENSES,40.711564939,-73.988343369,(40.711564939, -73.988343369)
KIDNAPPING & RELATED OFFENSES,40.84140059,-73.829855888,(40.84140059, -73.829855888)
KIDNAPPING & RELATED OFFENSES,40.694728158,-73.941826747,(40.694728158, -73.941826747)
KIDNAPPING & RELATED OFFENSES,40.710146821,-73.786874327,(40.710146821, -73.786874327)
KIDNAPPING & RELATED OFFENSES,40.821943747,-73.95251137,(40.821943747, -73.95251137)
KIDNAPPING & RELATED OFFENSES,40.596213982,-73.764700204,(40.596213982, -73.764700204)
KIDNAPPING & RELATED OFFENSES,40.603767011,-73.999140741,(40.603767011, -73.999140741)
KIDNAPPING & RELATED OFFENSES,40.875137942,-73.906145787,(40.875137942, -73.906145787)
KIDNAPPING & RELATED OFFENSES,40.697709012,-73.985273199,(40.697709012, -73.985273199)
KIDNAPPING & RELATED OFFENSES,40.744152653,-73.828534391,(40.744152653, -73.828534391)
KIDNAPPING & RELATED OFFENSES,40.880256428,-73.920256333,(40.880256428, -73.920256333)
KIDNAPPING & RELATED OFFENSES,40.667220543,-73.834878148,(40.667220543, -73.834878148)
KIDNAPPING & RELATED OFFENSES,40.8015092,-73.940494533,(40.8015092, -73.940494533)
KIDNAPPING & RELATED OFFENSES,40.688706258,-73.942077197,(40.688706258, -73.942077197)
KIDNAPPING & RELATED OFFENSES,40.669484844,-73.912134362,(40.669484844, -73.912134362)
KIDNAPPING & RELATED OFFENSES,40.634673307,-74.123145763,(40.634673307, -74.123145763)
KIDNAPPING & RELATED OFFENSES,40.633052516,-73.888987264,(40.633052516, -73.888987264)
KIDNAPPING & RELATED OFFENSES,40.693341966,-73.947352491,(40.693341966, -73.947352491)
KIDNAPPING & RELATED OFFENSES,40.678294611,-73.883262479,(40.678294611, -73.883262479)
KIDNAPPING & RELATED OFFENSES,40.723964644,-73.72849621,(40.723964644, -73.72849621)
KIDNAPPING & RELATED OFFENSES,40.743020281,-73.905718406,(40.743020281, -73.905718406)
KIDNAPPING & RELATED OFFENSES,40.88782111,-73.831292241,(40.88782111, -73.831292241)
KIDNAPPING & RELATED OFFENSES,40.864627937,-73.908868541,(40.864627937, -73.908868541)
KIDNAPPING & RELATED OFFENSES,40.675571392,-73.925778983,(40.675571392, -73.925778983)
KIDNAPPING & RELATED OFFENSES,40.854761099,-73.933510004,(40.854761099, -73.933510004)
KIDNAPPING & RELATED OFFENSES,40.797727166,-73.946507862,(40.797727166, -73.946507862)
KIDNAPPING & RELATED OFFENSES,40.673592816,-73.875418956,(40.673592816, -73.875418956)
KIDNAPPING & RELATED OFFENSES,40.866547928,-73.888622796,(40.866547928, -73.888622796)
KIDNAPPING & RELATED OFFENSES,40.687054346,-73.99025149,(40.687054346, -73.99025149)
KIDNAPPING & RELATED OFFENSES,40.630936485,-74.161745673,(40.630936485, -74.161745673)
KIDNAPPING & RELATED OFFENSES,40.719261783,-73.938313278,(40.719261783, -73.938313278)
KIDNAPPING & RELATED OFFENSES,40.668806093,-73.931121567,(40.668806093, -73.931121567)
KIDNAPPING & RELATED OFFENSES,40.66514992,-73.918339934,(40.66514992, -73.918339934)
KIDNAPPING & RELATED OFFENSES,40.640295395,-73.951357891,(40.640295395, -73.951357891)
KIDNAPPING & RELATED OFFENSES,40.821839126,-73.906943569,(40.821839126, -73.906943569)
KIDNAPPING & RELATED OFFENSES,40.536157592,-74.162257397,(40.536157592, -74.162257397)
KIDNAPPING & RELATED OFFENSES,40.63767791,-74.163534734,(40.63767791, -74.163534734)
KIDNAPPING & RELATED OFFENSES,40.84690304,-73.920542096,(40.84690304, -73.920542096)
KIDNAPPING & RELATED OFFENSES,40.694388072,-73.987196009,(40.694388072, -73.987196009)
KIDNAPPING & RELATED OFFENSES,40.870265001,-73.898357239,(40.870265001, -73.898357239)
KIDNAPPING & RELATED OFFENSES,40.693238154,-73.972368,(40.693238154, -73.972368)
KIDNAPPING & RELATED OFFENSES,40.678948157,-73.94686632,(40.678948157, -73.94686632)
KIDNAPPING & RELATED OFFENSES,40.710783222,-73.996632474,(40.710783222, -73.996632474)
KIDNAPPING & RELATED OFFENSES,40.609802789,-73.974732754,(40.609802789, -73.974732754)
KIDNAPPING & RELATED OFFENSES,40.668897201,-73.898480256,(40.668897201, -73.898480256)
KIDNAPPING & RELATED OFFENSES,40.828675458,-73.943989716,(40.828675458, -73.943989716)
KIDNAPPING & RELATED OFFENSES,40.807740799,-73.919635201,(40.807740799, -73.919635201)
KIDNAPPING & RELATED OFFENSES,40.644254252,-74.016447541,(40.644254252, -74.016447541)
KIDNAPPING & RELATED OFFENSES,40.824267332,-73.909295973,(40.824267332, -73.909295973)
KIDNAPPING & RELATED OFFENSES,40.861820186,-73.924146734,(40.861820186, -73.924146734)
KIDNAPPING & RELATED OFFENSES,40.850649968,-73.882443107,(40.850649968, -73.882443107)
KIDNAPPING & RELATED OFFENSES,40.665843685,-73.913671117,(40.665843685, -73.913671117)
KIDNAPPING & RELATED OFFENSES,40.864183352,-73.902231352,(40.864183352, -73.902231352)
KIDNAPPING & RELATED OFFENSES,40.846161249,-73.932325855,(40.846161249, -73.932325855)
KIDNAPPING & RELATED OFFENSES,40.819809509,-73.898914824,(40.819809509, -73.898914824)
KIDNAPPING & RELATED OFFENSES,40.816765554,-73.895765488,(40.816765554, -73.895765488)
KIDNAPPING & RELATED OFFENSES,40.815669883,-73.936565681,(40.815669883, -73.936565681)
KIDNAPPING & RELATED OFFENSES,40.671058411,-73.781015098,(40.671058411, -73.781015098)
KIDNAPPING & RELATED OFFENSES,40.680096845,-73.943973892,(40.680096845, -73.943973892)
KIDNAPPING & RELATED OFFENSES,40.681138544,-73.93617807,(40.681138544, -73.93617807)
KIDNAPPING & RELATED OFFENSES,40.83469937,-73.942495779,(40.83469937, -73.942495779)
KIDNAPPING & RELATED OFFENSES,40.887451313,-73.847607787,(40.887451313, -73.847607787)
KIDNAPPING & RELATED OFFENSES,40.788721243,-73.939996774,(40.788721243, -73.939996774)
KIDNAPPING & RELATED OFFENSES,40.837323511,-73.919830757,(40.837323511, -73.919830757)
KIDNAPPING & RELATED OFFENSES,40.64514168,-73.902314478,(40.64514168, -73.902314478)
KIDNAPPING & RELATED OFFENSES,40.767131041,-73.817381411,(40.767131041, -73.817381411)
KIDNAPPING & RELATED OFFENSES,40.861701846,-73.901880709,(40.861701846, -73.901880709)
KIDNAPPING & RELATED OFFENSES,40.706706777,-74.010933704,(40.706706777, -74.010933704)
KIDNAPPING & RELATED OFFENSES,40.822861142,-73.919165302,(40.822861142, -73.919165302)
KIDNAPPING & RELATED OFFENSES,40.673644644,-73.89732663,(40.673644644, -73.89732663)
KIDNAPPING & RELATED OFFENSES,40.661582383,-73.915478821,(40.661582383, -73.915478821)
KIDNAPPING & RELATED OFFENSES,40.868291171,-73.901064711,(40.868291171, -73.901064711)
KIDNAPPING & RELATED OFFENSES,40.715717225,-73.953568238,(40.715717225, -73.953568238)
KIDNAPPING & RELATED OFFENSES,40.801911169,-73.955393569,(40.801911169, -73.955393569)
KIDNAPPING & RELATED OFFENSES,40.875107028,-73.855045172,(40.875107028, -73.855045172)
KIDNAPPING & RELATED OFFENSES,40.663401076,-73.913998682,(40.663401076, -73.913998682)
KIDNAPPING & RELATED OFFENSES,40.87784332,-73.854909026,(40.87784332, -73.854909026)
KIDNAPPING & RELATED OFFENSES,40.634701431,-74.16623324,(40.634701431, -74.16623324)
KIDNAPPING & RELATED OFFENSES,40.790623855,-73.969153198,(40.790623855, -73.969153198)
KIDNAPPING & RELATED OFFENSES,40.663996333,-73.893848712,(40.663996333, -73.893848712)
KIDNAPPING & RELATED OFFENSES,40.830573699,-73.927264697,(40.830573699, -73.927264697)
KIDNAPPING & RELATED OFFENSES,40.749681321,-73.987957741,(40.749681321, -73.987957741)
KIDNAPPING & RELATED OFFENSES,40.753525252,-73.877420646,(40.753525252, -73.877420646)
KIDNAPPING & RELATED OFFENSES,40.854261635,-73.884800816,(40.854261635, -73.884800816)
KIDNAPPING & RELATED OFFENSES,40.875529823,-73.829056208,(40.875529823, -73.829056208)
KIDNAPPING & RELATED OFFENSES,40.774060247,-73.962799233,(40.774060247, -73.962799233)
KIDNAPPING & RELATED OFFENSES,40.716514555,-73.975893551,(40.716514555, -73.975893551)
KIDNAPPING & RELATED OFFENSES,40.760395607,-73.894294299,(40.760395607, -73.894294299)
KIDNAPPING & RELATED OFFENSES,40.764706968,-73.760231448,(40.764706968, -73.760231448)
KIDNAPPING & RELATED OFFENSES,40.665486514,-73.748790246,(40.665486514, -73.748790246)
KIDNAPPING & RELATED OFFENSES,40.717128978,-73.751045025,(40.717128978, -73.751045025)
KIDNAPPING & RELATED OFFENSES,40.727427824,-73.976409147,(40.727427824, -73.976409147)
KIDNAPPING & RELATED OFFENSES,40.682170553,-73.960597059,(40.682170553, -73.960597059)
KIDNAPPING & RELATED OFFENSES,40.823387291,-73.87017045,(40.823387291, -73.87017045)
KIDNAPPING & RELATED OFFENSES,40.645522367,-73.983720792,(40.645522367, -73.983720792)
KIDNAPPING & RELATED OFFENSES,40.844884054,-73.891583044,(40.844884054, -73.891583044)
KIDNAPPING & RELATED OFFENSES,40.832033785,-73.868307022,(40.832033785, -73.868307022)
KIDNAPPING & RELATED OFFENSES,40.676902346,-73.900047151,(40.676902346, -73.900047151)
KIDNAPPING & RELATED OFFENSES,40.676129601,-73.90479631,(40.676129601, -73.90479631)
KIDNAPPING & RELATED OFFENSES,40.863197281,-73.865985744,(40.863197281, -73.865985744)
KIDNAPPING & RELATED OFFENSES,40.802139737,-73.939060009,(40.802139737, -73.939060009)
KIDNAPPING & RELATED OFFENSES,40.703893807,-73.887473518,(40.703893807, -73.887473518)
KIDNAPPING & RELATED OFFENSES,40.699800317,-73.983732786,(40.699800317, -73.983732786)
KIDNAPPING & RELATED OFFENSES,40.850367293,-73.917255894,(40.850367293, -73.917255894)
KIDNAPPING & RELATED OFFENSES,40.838052921,-73.859000051,(40.838052921, -73.859000051)
KIDNAPPING & RELATED OFFENSES,40.881293467,-73.905142618,(40.881293467, -73.905142618)
KIDNAPPING & RELATED OFFENSES,40.645701431,-73.932662499,(40.645701431, -73.932662499)
KIDNAPPING & RELATED OFFENSES,40.831059835,-73.88680315,(40.831059835, -73.88680315)
KIDNAPPING & RELATED OFFENSES,40.748821201,-73.872773563,(40.748821201, -73.872773563)
KIDNAPPING & RELATED OFFENSES,40.687619522,-73.954756076,(40.687619522, -73.954756076)
KIDNAPPING & RELATED OFFENSES,40.729939364,-73.810433142,(40.729939364, -73.810433142)
KIDNAPPING & RELATED OFFENSES,40.680119868,-73.922204596,(40.680119868, -73.922204596)
KIDNAPPING & RELATED OFFENSES,40.77796231,-73.959955451,(40.77796231, -73.959955451)
KIDNAPPING & RELATED OFFENSES,40.651614068,-73.933298015,(40.651614068, -73.933298015)
KIDNAPPING & RELATED OFFENSES,40.640328975,-73.969085749,(40.640328975, -73.969085749)
KIDNAPPING & RELATED OFFENSES,40.694388072,-73.987196009,(40.694388072, -73.987196009)
KIDNAPPING & RELATED OFFENSES,40.676729005,-73.906064484,(40.676729005, -73.906064484)
KIDNAPPING & RELATED OFFENSES,40.667897664,-73.889087878,(40.667897664, -73.889087878)
KIDNAPPING & RELATED OFFENSES,40.626383199,-73.961620674,(40.626383199, -73.961620674)
KIDNAPPING & RELATED OFFENSES,40.797056157,-73.964476664,(40.797056157, -73.964476664)
KIDNAPPING & RELATED OFFENSES,40.651183875,-73.913765766,(40.651183875, -73.913765766)
KIDNAPPING & RELATED OFFENSES,40.826060017,-73.950593392,(40.826060017, -73.950593392)
KIDNAPPING & RELATED OFFENSES,40.674262619,-73.904153669,(40.674262619, -73.904153669)
KIDNAPPING & RELATED OFFENSES,40.760115524,-73.791544244,(40.760115524, -73.791544244)
KIDNAPPING & RELATED OFFENSES,40.698228605,-73.905814205,(40.698228605, -73.905814205)
KIDNAPPING & RELATED OFFENSES,40.672118651,-73.894408972,(40.672118651, -73.894408972)
KIDNAPPING & RELATED OFFENSES,40.627144766,-74.156635312,(40.627144766, -74.156635312)
KIDNAPPING & RELATED OFFENSES,40.600635144,-74.003602525,(40.600635144, -74.003602525)
KIDNAPPING & RELATED OFFENSES,40.681124557,-73.959912645,(40.681124557, -73.959912645)
KIDNAPPING & RELATED OFFENSES,40.689622454,-73.960149132,(40.689622454, -73.960149132)
KIDNAPPING & RELATED OFFENSES,40.658157571,-73.730447204,(40.658157571, -73.730447204)
KIDNAPPING & RELATED OFFENSES,40.607951554,-73.753288918,(40.607951554, -73.753288918)
KIDNAPPING & RELATED OFFENSES,40.631712142,-73.957524871,(40.631712142, -73.957524871)
KIDNAPPING & RELATED OFFENSES,40.68354911,-73.988496094,(40.68354911, -73.988496094)
KIDNAPPING & RELATED OFFENSES,40.579162625,-74.000372232,(40.579162625, -74.000372232)
KIDNAPPING & RELATED OFFENSES,40.729856879,-73.794355782,(40.729856879, -73.794355782)
KIDNAPPING & RELATED OFFENSES,40.733974187,-73.869749292,(40.733974187, -73.869749292)
KIDNAPPING & RELATED OFFENSES,40.708902807,-73.815084603,(40.708902807, -73.815084603)
KIDNAPPING & RELATED OFFENSES,40.756644557,-73.986285275,(40.756644557, -73.986285275)
KIDNAPPING & RELATED OFFENSES,40.675161002,-73.89565513,(40.675161002, -73.89565513)
KIDNAPPING & RELATED OFFENSES,40.698769895,-73.939295142,(40.698769895, -73.939295142)
KIDNAPPING & RELATED OFFENSES,40.695573942,-73.745878449,(40.695573942, -73.745878449)
KIDNAPPING & RELATED OFFENSES,40.795258198,-73.949359408,(40.795258198, -73.949359408)
KIDNAPPING & RELATED OFFENSES,40.85819983,-73.884345731,(40.85819983, -73.884345731)
KIDNAPPING & RELATED OFFENSES,40.614817939,-73.921110095,(40.614817939, -73.921110095)
KIDNAPPING & RELATED OFFENSES,40.739728675,-73.898498635,(40.739728675, -73.898498635)
KIDNAPPING & RELATED OFFENSES,40.788721243,-73.939996774,(40.788721243, -73.939996774)
KIDNAPPING & RELATED OFFENSES,40.889473505,-73.857860217,(40.889473505, -73.857860217)
KIDNAPPING & RELATED OFFENSES,40.838857114,-73.941512796,(40.838857114, -73.941512796)
KIDNAPPING & RELATED OFFENSES,40.831108781,-73.846110728,(40.831108781, -73.846110728)
KIDNAPPING & RELATED OFFENSES,40.667390177,-73.870949908,(40.667390177, -73.870949908)
KIDNAPPING & RELATED OFFENSES,40.664239422,-73.908425011,(40.664239422, -73.908425011)
KIDNAPPING & RELATED OFFENSES,40.714053267,-73.768717495,(40.714053267, -73.768717495)
KIDNAPPING & RELATED OFFENSES,40.864027324,-73.893406511,(40.864027324, -73.893406511)
KIDNAPPING & RELATED OFFENSES,40.694388072,-73.987196009,(40.694388072, -73.987196009)
KIDNAPPING & RELATED OFFENSES,40.689097532,-73.925616087,(40.689097532, -73.925616087)
KIDNAPPING & RELATED OFFENSES,40.757493575,-73.887613984,(40.757493575, -73.887613984)
KIDNAPPING & RELATED OFFENSES,40.826396926,-73.902203765,(40.826396926, -73.902203765)
KIDNAPPING & RELATED OFFENSES,40.665136405,-73.907724493,(40.665136405, -73.907724493)
KIDNAPPING & RELATED OFFENSES,40.67777929,-73.863910372,(40.67777929, -73.863910372)
KIDNAPPING & RELATED OFFENSES,40.756711926,-73.91753827,(40.756711926, -73.91753827)
KIDNAPPING & RELATED OFFENSES,40.76095673,-73.832747041,(40.76095673, -73.832747041)
KIDNAPPING & RELATED OFFENSES,40.817876601,-73.865993913,(40.817876601, -73.865993913)
KIDNAPPING & RELATED OFFENSES,40.741381818,-74.001343882,(40.741381818, -74.001343882)
KIDNAPPING & RELATED OFFENSES,40.878937288,-73.87502697,(40.878937288, -73.87502697)
KIDNAPPING & RELATED OFFENSES,40.575442769,-73.987794763,(40.575442769, -73.987794763)
KIDNAPPING & RELATED OFFENSES,40.755514464,-73.85992553,(40.755514464, -73.85992553)
KIDNAPPING & RELATED OFFENSES,40.676957455,-73.771395031,(40.676957455, -73.771395031)
KIDNAPPING & RELATED OFFENSES,40.90456445,-73.849717378,(40.90456445, -73.849717378)
KIDNAPPING & RELATED OFFENSES,40.846837263,-73.933731174,(40.846837263, -73.933731174)
KIDNAPPING & RELATED OFFENSES,40.828614599,-73.919924359,(40.828614599, -73.919924359)
KIDNAPPING & RELATED OFFENSES,40.631928417,-73.924364793,(40.631928417, -73.924364793)
KIDNAPPING & RELATED OFFENSES,40.692125551,-73.843914493,(40.692125551, -73.843914493)
KIDNAPPING & RELATED OFFENSES,40.627385463,-73.93267017,(40.627385463, -73.93267017)
KIDNAPPING & RELATED OFFENSES,40.67284497,-73.808547783,(40.67284497, -73.808547783)
KIDNAPPING & RELATED OFFENSES,40.814508157,-73.959312086,(40.814508157, -73.959312086)
