offense_desc,latitude,longitude
MURDER & NON-NEGL. MANSLAUGHTER,40.67051514900004,-73.92956610799997
MURDER & NON-NEGL. MANSLAUGHTER,40.836484462000044,-73.88510986399997
MURDER & NON-NEGL. MANSLAUGHTER,40.55965934500005,-74.19854444599997
MURDER & NON-NEGL. MANSLAUGHTER,40.740481656000036,-73.80692801499998
MURDER & NON-NEGL. MANSLAUGHTER,40.829965609000055,-73.90285617699995
MURDER & NON-NEGL. MANSLAUGHTER,40.74928579900006,-73.87854005699995
MURDER & NON-NEGL. MANSLAUGHTER,40.811410352000046,-73.92771191299995
MURDER & NON-NEGL. MANSLAUGHTER,40.72533274800003,-73.97267218299999
MURDER & NON-NEGL. MANSLAUGHTER,40.576124128,-73.99982505
MURDER & NON-NEGL. MANSLAUGHTER,40.647330127,-73.896999556
MURDER & NON-NEGL. MANSLAUGHTER,40.85053280300008,-73.91841597999998
MURDER & NON-NEGL. MANSLAUGHTER,40.67895478900005,-73.96398795599998
MURDER & NON-NEGL. MANSLAUGHTER,40.70775960100008,-73.91810017999995
MURDER & NON-NEGL. MANSLAUGHTER,40.668060207,-73.878799712
MURDER & NON-NEGL. MANSLAUGHTER,,
MURDER & NON-NEGL. MANSLAUGHTER,,
